water_level,soil_moisture,temperature,water_velocity,gate_decision
0.9400494558393578,0.2136118884207736,29.414567733342565,0.2563373852236101,1
0.5547102057148602,0.547195775420464,29.224755229493407,0.08990892530078907,1
1.0373876078980897,0.6251461402271099,19.053900621666486,0.22540655695689318,0
0.8519732334182685,0.1749771072713558,15.733107903364743,0.5685603195638697,0
0.15830395007079695,0.08289371256343699,21.075990436141385,0.35556608245301674,1
1.1719657043822693,0.379690531476004,18.142726097179015,0.1366694873739601,0
0.9253106572889059,0.6305180644943279,22.915769584313882,0.23259001335435783,0
0.9539739510684968,0.538084876680607,34.586922383052084,0.6684352701780523,1
0.19733067757687772,0.5764112903109435,18.621427418104417,0.313731091907066,0
0.5679438285799022,0.3521295049950263,21.377478868459377,0.32028749326814326,0
0.4764177278674684,0.22620915893980242,29.50228632639145,0.12408732939006502,1
1.115779737175892,0.4488341324634571,25.183655657238432,0.22709692713771362,0
0.7904448880927643,0.20327427031189765,15.878562871467699,0.5739865703992315,0
0.9961758552614545,0.5946715227387993,18.233800363226432,0.554615302594219,0
0.5599263286514308,0.19772484196960777,33.70499109546392,0.3161391832812728,1
0.3113245300524934,0.2684474500357561,17.06329985478057,0.6276835382668446,0
0.68777250506821,0.429908583742254,27.701855744194113,0.2785760636027192,0
0.12338984451980162,0.41503245060762123,30.846512976818232,0.6077441142789151,1
1.0017758477914693,0.5006370323052721,20.308781254498477,0.04146457439759782,0
0.7764140589903745,0.3780834503749377,29.5015600627738,0.2561165973562033,1
0.9218009010981799,0.7396049813825686,18.397903580603604,0.601446565053488,0
0.45770486334934857,0.6799505706478912,20.695005496675805,0.6328905018025431,0
1.1663027280541387,0.7093350884274788,21.23644061768415,0.53436834802986,0
1.0770892895205273,0.5221374285525782,34.928699811284474,0.47550875548907645,1
0.9451410216348262,0.5262559368956048,19.291445904359144,0.5745433384343634,0
0.2738345140297627,0.5068990127869615,17.5841492926717,0.5011395679910479,0
0.5867291542860893,0.37616311581609213,33.5138287496282,0.19287024903632125,1
0.1003743306553131,0.291579500800447,18.238613876407054,0.3370410924725075,0
0.22743291587768,0.4940021655866527,32.58559839258811,0.4692793985625885,1
0.8355062962288228,0.06914887785383773,28.0091325529338,0.4197058748404469,1
0.9064764792939897,0.05559232356785228,26.537229961410375,0.6218663728436811,0
1.1626361922993416,0.6887313697225614,30.026774230931537,0.34221435546372325,1
0.4246991618588747,0.08481803358321664,29.519979142961002,0.14103141705578026,1
0.4760286619400992,0.44359636275006353,17.210523788366274,0.16591578544075947,0
0.5899891829671791,0.5112408222122339,34.989322208133785,0.5953184600243177,1
0.2678920629469285,0.1986284222168267,33.83779452897457,0.02593024887171618,1
0.19940973113579236,0.7217981286988613,32.93183925723832,0.6110086461578469,1
0.5970606651598238,0.19257182881128126,27.445782678848136,0.05779989821070963,1
0.3109457514085167,0.713386240525006,25.455826626646285,0.28632775830079565,0
0.8202860938848869,0.6222427019997764,25.725571677633365,0.5641198346630277,0
0.5527247067031803,0.23055721514314548,15.29873888456465,0.29717845623923134,0
1.007579925466513,0.16305812470707015,24.98939003890886,0.5791967671967557,0
0.8553048673025865,0.28717453263967635,27.475391353198397,0.08820320747753253,1
0.4092216375893472,0.348462924702706,28.174124175498967,0.3678487139759268,1
1.007098771604481,0.2343385073741926,21.64278930102626,0.4160823322393262,0
0.9754790111213221,0.7991686615658175,24.42564700587099,0.625790646121324,0
0.4956001358847006,0.22223925217968576,27.726212133251487,0.08366255631065148,1
0.3815773195197807,0.6729761202371427,23.566110205503634,0.25024846599243833,0
0.8348698295712218,0.16933831031785457,34.2427039796705,0.4683567045298502,1
0.21071535615070625,0.7851834689569607,29.108842197040005,0.6863524556648528,1
0.27989443284637455,0.21914259371231365,15.02547492501781,0.5968265402913426,0
0.058466610213656345,0.36626641608769417,15.46558962964506,0.5956166419532049,0
0.9549630341274591,0.4689230500759299,28.80600406936749,0.3716841200088559,1
0.814578485080837,0.14021428636707,23.252901950910054,0.40372340301881876,0
0.8609401854202854,0.662615050609326,31.789418984245327,0.6038344639748434,1
0.947838385675263,0.2560141495106224,18.46030818972524,0.6113453986545965,0
0.577753141869091,0.4619524262012478,15.276538281045838,0.565546704521036,0
0.7040523753458278,0.4622253580199352,22.761647002274245,0.5766284671255114,0
0.21076654784680604,0.5019804892443388,29.721282086148978,0.6181483041205997,1
0.18170958456636943,0.09161448989323602,34.43455466755137,0.09737171314251226,1
0.8186634060590424,0.17646407137367592,32.67307758702111,0.21899477629538017,1
0.5917606370646024,0.17089418219252317,24.681492238742777,0.6837572030884531,0
0.7000215224533671,0.2765384445618889,31.25634566392733,0.3904477887755167,1
0.9297486860284294,0.15868561764375488,16.406609157352282,0.13999542482835056,0
0.7799260680006794,0.7414409905807173,26.44544695169767,0.36207783057567844,0
0.6866163107566952,0.4347158378834755,33.485968260289404,0.4591332392064421,1
0.6930882348572256,0.5176813607770133,22.9277029498148,0.5831909490776069,0
0.399542612772004,0.3181161315485906,34.20201259326231,0.5722801736959582,1
0.08544050975313032,0.2571846057754337,19.413701934582107,0.05348421546604333,1
0.5522249976172168,0.4273828776741597,17.11267619066787,0.3283969911412376,0
